fitness instructor;’fɪtnɪs ɪn’strʌktər;de fitnessinstructeur;m;
swimming pool;’swɪmɪŋ‚pu:l;het zwembad;n;
sauna;’saʋnə;de sauna;f;
tanning booth;’tænɪŋ bu:Ɵ;de zonnebank;m;
aerobics;ə’rəʋbɪks;de aerobics;pl;
yoga;’jəʋgə;de yoga;f;
Pilates;pɪ’lɑ:ti:z;de Pilates;m;
stretching;’stretʃɪŋ;het strekken;n;
exercise;’eksər‚saɪz;de oefening;f;
exercise machine;’eksər‚saɪz mə’ʃi:n;het toestel;n;
exercise bike;’eksər‚saɪz baɪk;de hometrainer;m;
treadmill;’tred‚mɪl;de loopband;m;
stepper;’stepər;de stepper;m;
**Athletics;;**Atletiek;;
running;’rʌnɪŋ;het hardlopen;n;
relay race;ri:’leɪ reɪs;de estafette;f;
jumping;’dʒʌmpɪŋ;het springen;n;
pole vault;’pəʋlvɔ:lt;het polsstokhoogspringen;n;
weightlifting;’weɪt‚lɪftɪŋ;het gewichtheffen;n;
**Team Sports;;**Teamsporten;;
soccer;’sɒkər;het voetbal;n;
football;’fʋtbɔ:l;het Amerikaans voetbal;n;
baseball;’beɪs‚bɔ:l;het honkbal;n;
basketball;’bæskɪt‚bɔ:l;het basketbal;n;
volleyball;’vɒlɪbɔ:l;het volleybal;n;
ice hockey;’aɪs‚hɒkɪ;het ijshockey;n;
**Combat Sports;;**Gevechtssporten;;
boxing;’bɒksɪŋ;het boksen;n;
karate;kə’rɑ:tɪ;het karate;n;
sumo;’su:məʋ;het sumoworstelen;n;
taekwondo;‚taɪ‚kwɒn’dəʋ;het taekwondo;n;
*Leisure;;*Vrije tijd;;
**Beach;;**Strand;;
beach;bi:tʃ;het strand;n;
sand;sænd;het zand;n;
pebble;’pebəl;de kiezelsteen;m;
beach umbrella;bi:tʃ ʌm’brelə;de parasol;f;
beach chair;ˈbiːtʃ ˌtʃer;de strandstoel;m;
float;fləʋt;de zwemband;m;
air mattress;’eər‚mætrɪs;het luchtbed;n;
sunglasses;’sʌn‚glæsɪz;de zonnebril;m;
swimming trunks;’swɪmɪŋ trʌŋks;de zwembroek;f;
bikini;bi:’ki:nɪ;de bikini;m;
swimsuit;’swɪmsu:t;het badpak;n;
suntan lotion;’sʌntæn ’ləʋʃən;de zonnebrandcrème;f;
boat;bəʋt;de boot;f;
water skiing;’wɒtər ’ski:ɪŋ;het waterskiën;n;
motorboat;’məʋtər‚bəʋt;de motorboot;f;
jet ski;ˈdʒet skiː;de waterscooter;m;
flippers;’flɪpərz;de flippers;mpl;
surfboard;’sɜ:rfbɔ:rd;de surfplank;f;
**Winter leisure;;**Wintervakantie;;
skis;ski:z;de ski's;mpl;
ski poles;ski: pəʋlz;de skistokken;mpl;
ski suit;ski: su:t;het skipak;n;
ski boots;ski: bu:ts;de skischoenen;mpl;
ski run;’ski:‚rʌn;de skipiste;f;
ski jump;ski: dʒʌmp;de skischans;m;
chair lift;tʃeər lɪft;de stoeltjeslift;m;
cable car;’keɪbəl kɑ:r;de kabelbaan;f;
skating rink;’skeɪtɪŋ rɪŋk;de ijsbaan;f;
ice skates;aɪs skeɪts;de schaatsen;fpl;
sled;sled;de slee;m;
snowmobile;’snəʋmə‚bi:l;de sneeuwmobiel;m;
snowboard;’snəʋ‚bɔ:rd;het snowboard;n;
**Outdoor activities;;**Buitenactiviteiten;;
volleyball;’vɒlɪbɔ:l;het volleybal;n;
mountain climbing;’maʋntən ’klaɪmɪŋ;het bergbeklimmen;n;
fishing;’fɪʃɪŋ;het vissen;n;
scuba diving;’sku:bə ’daɪvɪŋ;het duiken;n;
golf;gɒlf;het golf;n;
walk;wɔ:k;wandelen;;
surfing;’sɜ:rfɪŋ;het surfen;n;
parachute;’pærə‚ʃu:t;de parachute;m;
ping-pong;’pɪŋ‚pɒŋ;het tafeltennis;n;
windsurfing;’wɪnd‚sɜ:rfɪŋ;het windsurfen;n;
skydiving;’skaɪ‚daɪvɪŋ;het skydiven;n;
paintball;’peɪntbɔ:l;het paintball;n;
bicycle;’baɪsɪkəl;de fiets;f;
tennis;’tenɪs;het tennis;n;
**Camping;;**Kamperen;;
tent;tent;de tent;f;
sleeping bag;’sli:pɪŋ‚bæg;de slaapzak;m;
barbecue;’bɑ:rbə‚kju:;de barbecue;m;
charcoal;’tʃɑ:r‚kəʋl;de houtskool;f;
skewer;’skju:ər;de spies;f;
camp fire;kæmp ’faɪər;het kampvuur;n;
matches;’mætʃɪz;de lucifers;mpl;
**Theater;;**Theater;;
cloakroom;’kləʋk‚ru:m;de garderobe;f;
stage;steɪdʒ;het podium;n;
sets;sets;het decor;n;
orchestra;’ɔ:rkɪstrə;het orkest;n;
conductor;kən’dʌktər;de dirigent;m;
opera glasses;’ɒpərə‚glæsɪz;de toneelkijker;m;
program;’prəʋgræm;het programma;n;
performance;pər’fɔ:rməns;de voorstelling;f;
comedy;’kɒmɪdɪ;de komedie;f;
tragedy;’trædʒɪdɪ;de tragedie;f;
opera;’ɒpərə;de opera;m;
ballet;bæ’leɪ;het ballet;n;
**Museum;;**Museum;;
exhibition;‚eksə’bɪʃən;de tentoonstelling;f;
exhibit;ɪg’zɪbɪt;het museumstuk;n;
guide;gaɪd;de gids;m;
painter;’peɪntər;de schilder;m;
picture;’pɪktʃər;het schilderij;n;
landscape;’lænd‚skeɪp;het landschap;n;
watercolor;’wɒtər‚kʌlər;de aquarel;f;
still life;stɪl laɪf;het stilleven;n;
sketch;sketʃ;de schets;f;
fresco;’freskəʋ;het fresco;n;
sculpture;’skʌlptʃər;de sculptuur;f;
statue;’stætʃu:;het beeld;n;
**Television;;**Televisie;;
channel;’tʃænəl;het kanaal;n;
news program;nu:z ’prəʋgræm;het nieuws;n;
talk show;’tɔ:k‚ʃəʋ;de talkshow;m;
weather forecast;’weðər‚fɔ:rkæst;het weerbericht;n;
horror movie;’hɔ:rər ’mu:vɪ;de horrorfilm;m;
action movie;’ækʃən ’mu:vɪ;de actiefilm;m;
love story;’lʌv‚stɔ:rɪ;het melodrama;n;
drama;’drɒmə;het drama;n;
animated movie;’ænə‚meɪtɪd ’mu:vɪ;de tekenfilm;m;
Science-Fiction (Sci-Fi);ˈsaɪəns-ˈfɪkʃən;de Science Fiction (SF);f;
**Amusements;;**Amusement;;
circus;’sɜ:rkəs;het circus;n;
shooting gallery;’ʃu:tɪŋ‚gælərɪ;de schiettent;m;
carnival;’kɑ:rnəvəl;het carnaval;n;
roller coaster;’rəʋlər ’kəʋstər;de achtbaan;f;
Ferris wheel;’ferɪs wi:l;het reuzenrad;n;
disco;’dɪskəʋ;de discotheek;f;
casino;kə’si:nəʋ;het casino;n;
slot machine;slɒt mə’ʃi:n;de speelautomaat;m;
